query,sra_uid,run,bioproject,study_acc,study_name,biosample,title,organism,strategy,selection,source,total_bases,total_spots,experiment_size_gb,is_public,static_data_available,download
lymphoma_cell_line_wgs,18761065,SRR17335519,PRJNA74879,SRP007099,Genome-wide Analysis of Lymphoma,SAMN22321377,Whole genome DNA sequencing of human DLBCL cell line: Sample BJAB-WGS,Homo sapiens,WGS,PCR,GENOMIC,108877989200,544389946,45.68,true,,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR17335519
lymphoma_cell_line_wgs,15642079,DRR276628,PRJDB11215,DRP007598,Whole genome sequencing of HTLV-1-infected cell lines,SAMD00278899,Illumina NovaSeq 6000 paired end sequencing of SAMD00278899,Homo sapiens,WGS,RANDOM PCR,GENOMIC,97308983152,322215176,31.628,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=DRR276628
lymphoma_cell_line_wgs,15642078,DRR276627,PRJDB11215,DRP007598,Whole genome sequencing of HTLV-1-infected cell lines,SAMD00278898,Illumina NovaSeq 6000 paired end sequencing of SAMD00278898,Homo sapiens,WGS,RANDOM PCR,GENOMIC,99553448662,329647181,31.826,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=DRR276627
lymphoma_cell_line_wgs,15642077,DRR276626,PRJDB11215,DRP007598,Whole genome sequencing of HTLV-1-infected cell lines,SAMD00278897,Illumina NovaSeq 6000 paired end sequencing of SAMD00278897,Homo sapiens,WGS,RANDOM PCR,GENOMIC,97852715126,324015613,31.163,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=DRR276626
lymphoma_cell_line_wgs,9320987,ERR3196797,PRJEB31534,ERP114107,Deregulated expression of NKL homeobox genes in T-cell lymphomas,SAMEA5394388,Illumina HiSeq 2500 paired end sequencing; Deregulated expression of NKL homeobox genes in T-cell lymphomas,Homo sapiens,WGS,unspecified,GENOMIC,49234533010,163028255,50.18,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=ERR3196797
lymphoma_cell_line_wgs,9320987,ERR3196798,PRJEB31534,ERP114107,Deregulated expression of NKL homeobox genes in T-cell lymphomas,SAMEA5394388,Illumina HiSeq 2500 paired end sequencing; Deregulated expression of NKL homeobox genes in T-cell lymphomas,Homo sapiens,WGS,unspecified,GENOMIC,4105777278,13595289,50.18,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=ERR3196798
lymphoma_cell_line_wgs,9320987,ERR3196799,PRJEB31534,ERP114107,Deregulated expression of NKL homeobox genes in T-cell lymphomas,SAMEA5394388,Illumina HiSeq 2500 paired end sequencing; Deregulated expression of NKL homeobox genes in T-cell lymphomas,Homo sapiens,WGS,unspecified,GENOMIC,52855240002,175017351,50.18,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=ERR3196799
lymphoma_cell_line_wgs,9320986,ERR3196794,PRJEB31534,ERP114107,Deregulated expression of NKL homeobox genes in T-cell lymphomas,SAMEA5394387,Illumina HiSeq 2500 paired end sequencing; Deregulated expression of NKL homeobox genes in T-cell lymphomas,Homo sapiens,WGS,unspecified,GENOMIC,48124060588,159351194,50.749,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=ERR3196794
lymphoma_cell_line_wgs,9320986,ERR3196795,PRJEB31534,ERP114107,Deregulated expression of NKL homeobox genes in T-cell lymphomas,SAMEA5394387,Illumina HiSeq 2500 paired end sequencing; Deregulated expression of NKL homeobox genes in T-cell lymphomas,Homo sapiens,WGS,unspecified,GENOMIC,4593328796,15209698,50.749,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=ERR3196795
lymphoma_cell_line_wgs,9320986,ERR3196796,PRJEB31534,ERP114107,Deregulated expression of NKL homeobox genes in T-cell lymphomas,SAMEA5394387,Illumina HiSeq 2500 paired end sequencing; Deregulated expression of NKL homeobox genes in T-cell lymphomas,Homo sapiens,WGS,unspecified,GENOMIC,55624520508,184187154,50.749,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=ERR3196796
lymphoma_cell_line_wgs,7521468,SRR8782864,PRJNA528941,SRP189367,Raji genome assembly,SAMN11250439,Raji Whole Genome Sequencing,Homo sapiens,WGS,RANDOM,GENOMIC,148743481066,492528083,55.722,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR8782864
lymphoma_cell_line_wgs,7385259,SRR8670758,PRJNA523380,SRP186687,Cancer Cell Line Encyclopedia (CCLE),SAMN10989553,WGS of REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Homo sapiens,WGS,size fractionation,GENOMIC,118649221568,587372384,53.307,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR8670758
lymphoma_cell_line_wgs,7366191,SRR8652059,PRJNA523380,SRP186687,Cancer Cell Line Encyclopedia (CCLE),SAMN10988031,WGS of KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Homo sapiens,WGS,size fractionation,GENOMIC,111185497510,550423255,56.352,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR8652059
lymphoma_cell_line_wgs,7347432,SRR8639174,PRJNA523380,SRP186687,Cancer Cell Line Encyclopedia (CCLE),SAMN10987848,WGS of A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Homo sapiens,WGS,size fractionation,GENOMIC,168933894820,836306410,81.395,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR8639174
lymphoma_cell_line_wgs,7347395,SRR8639211,PRJNA523380,SRP186687,Cancer Cell Line Encyclopedia (CCLE),SAMN10987903,WGS of DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Homo sapiens,WGS,size fractionation,GENOMIC,122028803576,604102988,67.907,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR8639211
lymphoma_cell_line_wgs,5698741,SRR7309432,PRJNA475806,SRP150446,Reprogramming the antigen specificity of B cells using genome-editing technologies,SAMN09404498,Ramos B cells with engineered IGHV loci using the V434 strategy after enrichment with C108 SOSIP,Homo sapiens,WGS,size fractionation,GENOMIC,96086640300,320288801,27.32,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR7309432
lymphoma_cell_line_wgs,5698740,SRR7309433,PRJNA475806,SRP150446,Reprogramming the antigen specificity of B cells using genome-editing technologies,SAMN09404497,Ramos B cells with engineered IGHV loci using the V781 strategy after enrichment with C108 SOSIP,Homo sapiens,WGS,size fractionation,GENOMIC,107651078100,358836927,29.691,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR7309433
lymphoma_cell_line_wgs,715926,SRR1236466,PRJNA172563,SRP020237,CGCI: Non-Hodgkin Lymphoma (NHL),SAMN02726244,WGS analysis of DLBCL cell line OCI-Ly1[P8],,WGS,RANDOM,GENOMIC,112496921200,562484606,56.185,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR1236466
lymphoma_cell_line_wgs,715925,SRR1236472,PRJNA172563,SRP020237,CGCI: Non-Hodgkin Lymphoma (NHL),SAMN02726241,WGS analysis of DLBCL cell line MD903[P7],,WGS,RANDOM,GENOMIC,103707467400,518537337,49.244,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR1236472
lymphoma_cell_line_wgs,715924,SRR1236468,PRJNA172563,SRP020237,CGCI: Non-Hodgkin Lymphoma (NHL),SAMN02726238,WGS analysis of DLBCL cell line DB[P6],,WGS,RANDOM,GENOMIC,88097283600,440486418,39.906,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR1236468
lymphoma_cell_line_wgs,715923,SRR1236473,PRJNA172563,SRP020237,CGCI: Non-Hodgkin Lymphoma (NHL),SAMN02726248,WGS analysis of DLBCL cell line SU-DHL-9[P7],,WGS,RANDOM,GENOMIC,106594770800,532973854,53.118,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR1236473
lymphoma_cell_line_wgs,715922,SRR1236474,PRJNA172563,SRP020237,CGCI: Non-Hodgkin Lymphoma (NHL),SAMN02726239,WGS analysis of DLBCL cell line DoHH-2[P9],,WGS,RANDOM,GENOMIC,125102031000,625510155,62.514,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR1236474
lymphoma_cell_line_wgs,715921,SRR1236478,PRJNA172563,SRP020237,CGCI: Non-Hodgkin Lymphoma (NHL),SAMN02726240,WGS analysis of DLBCL cell line Karpas 422[P8],,WGS,RANDOM,GENOMIC,121140124600,605700623,59.764,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR1236478
lymphoma_cell_line_wgs,715920,SRR1236469,PRJNA172563,SRP020237,CGCI: Non-Hodgkin Lymphoma (NHL),SAMN02726243,WGS analysis of DLBCL cell line NU-DUL-1[P9],,WGS,RANDOM,GENOMIC,95186900600,475934503,45.685,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR1236469
lymphoma_cell_line_wgs,715919,SRR1236477,PRJNA172563,SRP020237,CGCI: Non-Hodgkin Lymphoma (NHL),SAMN02726246,WGS analysis of DLBCL cell line OCI-Ly19[P9],,WGS,RANDOM,GENOMIC,98293042200,491465211,47.748,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR1236477
lymphoma_cell_line_wgs,715918,SRR1236471,PRJNA172563,SRP020237,CGCI: Non-Hodgkin Lymphoma (NHL),SAMN02726250,WGS analysis of DLBCL cell line OCI-Ly3[P10],,WGS,RANDOM,GENOMIC,95069832200,475349161,45.928,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR1236471
lymphoma_cell_line_wgs,715917,SRR1236467,PRJNA172563,SRP020237,CGCI: Non-Hodgkin Lymphoma (NHL),SAMN02726242,WGS analysis of DLBCL cell line NU-DHL-1[P11],,WGS,RANDOM,GENOMIC,122063271600,610316358,61.892,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR1236467
lymphoma_cell_line_wgs,715916,SRR1236470,PRJNA172563,SRP020237,CGCI: Non-Hodgkin Lymphoma (NHL),SAMN02726245,WGS analysis of DLBCL cell line OCI-Ly7[P8],,WGS,RANDOM,GENOMIC,104177374400,520886872,51.237,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR1236470
lymphoma_cell_line_wgs,715915,SRR1236476,PRJNA172563,SRP020237,CGCI: Non-Hodgkin Lymphoma (NHL),SAMN02726247,WGS analysis of DLBCL cell line SU-DHL-6[P8],,WGS,RANDOM,GENOMIC,116011056400,580055282,53.507,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR1236476
lymphoma_cell_line_wgs,715914,SRR1236475,PRJNA172563,SRP020237,CGCI: Non-Hodgkin Lymphoma (NHL),SAMN02726249,WGS analysis of DLBCL cell line WSU-DLCL2[P6],,WGS,RANDOM,GENOMIC,102733056400,513665282,47.009,true,true,https://trace.ncbi.nlm.nih.gov/Traces/sra-reads-be/fastq?acc=SRR1236475
