cohort	cohort_label	sample	species	deduplicated_reads
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL327-P1_S01	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL220-C1_S05	HTLV1	505
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL220-C1_S05	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL220-C1_S05	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL220-C1_S05	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL220-C1_S05	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL229-C1_S03	HTLV1	464
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL229-C1_S03	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL229-C1_S03	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL229-C1_S03	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL229-C1_S03	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL330-PE_S04	HTLV1	458
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL330-PE_S04	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL330-PE_S04	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL330-PE_S04	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL330-PE_S04	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL328-P1_S06	HTLV1	412
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL328-P1_S06	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL328-P1_S06	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL328-P1_S06	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL328-P1_S06	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL303-P5_S01	HTLV1	323
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL303-P5_S01	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL303-P5_S01	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL303-P5_S01	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL303-P5_S01	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL209-C2_S08	HTLV1	218
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL209-C2_S08	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL209-C2_S08	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL209-C2_S08	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL209-C2_S08	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL304-P5_S02	HTLV1	192
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL304-P5_S02	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL304-P5_S02	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL304-P5_S02	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL304-P5_S02	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL330-PD_S03	HTLV1	178
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL330-PD_S03	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL330-PD_S03	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL330-PD_S03	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL330-PD_S03	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL307-P1_S04	HTLV1	173
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL307-P1_S04	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL307-P1_S04	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL307-P1_S04	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL307-P1_S04	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL304-P1_S01	HTLV1	172
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL304-P1_S01	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL304-P1_S01	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL304-P1_S01	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL304-P1_S01	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL223-C1_S01	HTLV1	164
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL223-C1_S01	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL223-C1_S01	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL223-C1_S01	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL223-C1_S01	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL307-P5_S05	HTLV1	85
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL307-P5_S05	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL307-P5_S05	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL307-P5_S05	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL307-P5_S05	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL308-P10_S03	HTLV1	40
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL308-P10_S03	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL308-P10_S03	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL308-P10_S03	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL308-P10_S03	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL308-PE_S01	HTLV1	27
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL308-PE_S01	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL308-PE_S01	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL308-PE_S01	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL308-PE_S01	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL306-P10_S01	HTLV1	7
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL306-P10_S01	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL306-P10_S01	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL306-P10_S01	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL306-P10_S01	HERV	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL242-C2_S04	HTLV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL242-C2_S04	HTLV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL242-C2_S04	HIV1	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL242-C2_S04	HIV2	0
targeted_htlv	Targeted HTLV TCL	targeted_htlv_tcl_TCL242-C2_S04	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV001-FUL_S20	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV001-FUL_S20	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV001-FUL_S20	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV001-FUL_S20	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV001-FUL_S20	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV001-P1_S01	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV001-P1_S01	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV001-P1_S01	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV001-P1_S01	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV001-P1_S01	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-C2_S05	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-C2_S05	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-C2_S05	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-C2_S05	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-C2_S05	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-FUL_S21	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-FUL_S21	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-FUL_S21	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-FUL_S21	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-FUL_S21	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-P1_S02	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-P1_S02	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-P1_S02	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-P1_S02	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV002-P1_S02	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV003-EOT_S22	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV003-EOT_S22	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV003-EOT_S22	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV003-EOT_S22	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV003-EOT_S22	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV004-FU4_S25	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV004-FU4_S25	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV004-FU4_S25	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV004-FU4_S25	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV004-FU4_S25	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV004-P1_S11	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV004-P1_S11	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV004-P1_S11	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV004-P1_S11	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV004-P1_S11	HERV	4
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV006-P1_S01	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV006-P1_S01	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV006-P1_S01	HIV1	2
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV006-P1_S01	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV006-P1_S01	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV008-C6_S28	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV008-C6_S28	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV008-C6_S28	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV008-C6_S28	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV008-C6_S28	HERV	2
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV009-FU2_S19	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV009-FU2_S19	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV009-FU2_S19	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV009-FU2_S19	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV009-FU2_S19	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV009-P1_S16	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV009-P1_S16	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV009-P1_S16	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV009-P1_S16	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV009-P1_S16	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV011-P1_S09	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV011-P1_S09	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV011-P1_S09	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV011-P1_S09	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV011-P1_S09	HERV	3
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV012-P1_S04	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV012-P1_S04	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV012-P1_S04	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV012-P1_S04	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV012-P1_S04	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV013-FU1_S12	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV013-FU1_S12	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV013-FU1_S12	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV013-FU1_S12	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV013-FU1_S12	HERV	3
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV017-C2_S07	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV017-C2_S07	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV017-C2_S07	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV017-C2_S07	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV017-C2_S07	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV018-C4_S23	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV018-C4_S23	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV018-C4_S23	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV018-C4_S23	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV018-C4_S23	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV020-FU1_S18	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV020-FU1_S18	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV020-FU1_S18	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV020-FU1_S18	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV020-FU1_S18	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV021-P1_S03	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV021-P1_S03	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV021-P1_S03	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV021-P1_S03	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV021-P1_S03	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV023-P1_S10	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV023-P1_S10	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV023-P1_S10	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV023-P1_S10	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV023-P1_S10	HERV	4
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV024-FU1_S21	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV024-FU1_S21	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV024-FU1_S21	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV024-FU1_S21	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV024-FU1_S21	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV031-C4_S24	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV031-C4_S24	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV031-C4_S24	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV031-C4_S24	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV031-C4_S24	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-FU2_S23	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-FU2_S23	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-FU2_S23	HIV1	2
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-FU2_S23	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-FU2_S23	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-P1_S20	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-P1_S20	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-P1_S20	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-P1_S20	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV032-P1_S20	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-C2_S29	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-C2_S29	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-C2_S29	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-C2_S29	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-C2_S29	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-P1_S18	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-P1_S18	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-P1_S18	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-P1_S18	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV033-P1_S18	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV034-P1_S13	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV034-P1_S13	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV034-P1_S13	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV034-P1_S13	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV034-P1_S13	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV041-FU1_S05	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV041-FU1_S05	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV041-FU1_S05	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV041-FU1_S05	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV041-FU1_S05	HERV	23
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV043-P1_S19	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV043-P1_S19	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV043-P1_S19	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV043-P1_S19	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV043-P1_S19	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV044-FU1_S06	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV044-FU1_S06	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV044-FU1_S06	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV044-FU1_S06	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV044-FU1_S06	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV045-C4_S22	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV045-C4_S22	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV045-C4_S22	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV045-C4_S22	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV045-C4_S22	HERV	1
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV046-FUL_S14	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV046-FUL_S14	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV046-FUL_S14	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV046-FUL_S14	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV046-FUL_S14	HERV	5
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV049-C5_S09	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV049-C5_S09	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV049-C5_S09	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV049-C5_S09	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV049-C5_S09	HERV	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV050-C5_S10	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV050-C5_S10	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV050-C5_S10	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV050-C5_S10	HIV2	0
